"outcome","direction","family","scale","beta","se","ci_lcl","ci_ucl","z","p","n","or","or_lcl","or_ucl","effect_str"
"ir_binary","positive","binomial","OR",0.126609438505787,0.0792010643903917,-0.0286246476993811,0.281843524710954,1.59858253775118,0.109913392334178,1077,1.13497365420047,0.971781156311081,1.32557128460805,"OR=1.135 (0.972-1.326), p=0.1099"
"ir_binary","negative","binomial","OR",0.0460009749957884,0.0759599584330959,-0.10288054353308,0.194882493524656,0.605595052244601,0.544783688663061,1077,1.04707543185058,0.902234744819346,1.2151681879693,"OR=1.047 (0.902-1.215), p=0.5448"
